	Package	Version
3437	GWG	1
3438	gWidgets2	1.0-8
3439	GWLelast	1.2.2
3440	GWRM	2.1.0.3
3441	gwrpvr	1
3442	gwrr	0.2-1
3443	GWsignif	1.2
3444	GxM	1.1
3445	gym	0.1.0
3446	h2o	3.32.0.1
3447	h2o4gpu	0.2.0
3448	haarfisz	4.5
3449	HadoopStreaming	0.2
3450	hail	0.1.1
3451	halfcircle	0.1.0
3452	hamlet	0.9.6
3453	HandTill2001	1.0.1
3454	handyplots	1.1.3
3455	hapassoc	1.2-8
3456	Hapi	0.0.3
3457	HAPim	1.3
3458	haploReconstruct	0.1.2
3459	HaploSim	1.8.4
3460	haplotyper	0.1
3461	happybiRthday	0.0.1
3462	happytime	0.1.0
3463	hapsim	0.31
3464	hardhat	1.2.0
3465	HARModel	1
3466	harmonicmeanp	3
3467	HarmonicRegression	1
3468	HARtools	0.0.5
3469	Harvest.Tree	1.1
3470	hash	2.2.6.1
3471	hashids	0.9.0
3472	hasseDiagram	0.1.3
3473	haven	2.5.1
3474	hawkes	0.0-4
3475	hazer	1.1.1
3476	hazus	0.1
3477	HBglm	0.1
3478	hbim	1.0.3
3479	hbm	1
3480	hbmem	0.3-3
3481	hbsae	1
3482	HBSTM	1.0.1
3483	HBV.IANIGLA	0.1.1
3484	hcandersenr	0.2.0
3485	hcc	0.54
3486	hcci	1.0.0
3487	HCD	0.1
3488	hchinamap	0.1.0
3489	hcp	0.1
3490	HCR	0.1.1
3491	HCT	0.1.0
3492	hctrial	0.1.0
3493	hda	0.2-14
3494	hdbinseg	1.0.1
3495	hdbm	0.9.0
3496	HDCI	1.0-2
3497	HDclust	1.0.3
3498	HDcpDetect	0.1.0
3499	HDDesign	1.1
3500	hddplot	0.59
3501	HDF5Array	1.22.1
3502	hdfqlr	0.6-1
3503	HDGLM	0.1
3504	hdi	0.1-7
3505	HDInterval	0.2.2
3506	hdlm	1.3.1
3507	hdm	0.3.1
3508	HDMD	1.2
3509	hdnom	6.0.0
3510	hdrcde	3.4
3511	hds	0.8.1
3512	HDtest	2.1
3513	HDtweedie	1.1
3514	heatex	1
3515	heatmap.plus	1.3
3516	heatmapFit	2.0.4
3517	heatmaply	1.4.0
3518	hedgehog	0.1
3519	heims	0.4.0
3520	helixvis	1.0.1
3521	hellno	0.0.1
3522	helloJavaWorld	0.0-9
3523	helminthR	1.0.9
3524	helsinki	0.9.29
3525	heplots	1.4-2
3526	here	1.0.0
3527	HeritSeq	1.0.1
3528	hermite	1.1.2
3529	het.test	0.1
3530	HETOP	0.2-6
3531	hettx	0.1.1
3532	heuristica	1.0.2
3533	hexbin	1.28.2
3534	HextractoR	1.4
3535	hextri	0.6
3536	hexView	0.3-4
3537	hflights	0.1
3538	hglasso	1.2
3539	hglm	2.2-1
3540	hglm.data	1.0-1
3541	HGSL	1.0.0
3542	hgu95av2cdf	2.18.0
3543	HH	3.1-49
3544	HHG	2.3.2
3545	hhi	1.2.0
3546	hht	2.1.3
3547	HI	0.4
3548	HiCfeat	1.4
3549	HiClimR	2.2.1
3550	HiCseg	1.1
3551	hiddenf	2
3552	HiddenMarkov	1.8-11
3553	HiDimDA	0.2-4
3554	hierarchicalDS	3
3555	hierarchicalSets	1.0.2
3556	hierband	1
3557	hierDiversity	0.1
3558	hierNet	1.9
3559	hiertest	1.1
3560	HIest	2
3561	highD2pop	1
3562	HighDimOut	1.0.0
3563	highmean	3
3564	highr	0.9
3565	highriskzone	1.4.5
3566	highSCREEN	0.3
3567	highTtest	1.1
3568	higrad	0.1.0
3569	hillmakeR	0.2
3570	HiLMM	1.1
3571	HIMA	1.0.7
3572	hindexcalculator	1.0.0
3573	hint	0.1-1
3574	hiPOD	1
3575	HiResTEC	0.59
3576	HistData	0.8-6
3577	histmdl	0.7-1
3578	histogram	0.0-25
3579	HistogramTools	0.3.2
3580	historydata	0.1
3581	histry	0.2.4
3582	hit	0.4.0
3583	hitandrun	0.5-5
3584	HIV.LifeTables	0.1
3585	HK80	0.0.2
3586	hkclustering	1.0.1
3587	hkevp	1.1.4
3588	hkex.api	0.1
3589	HKprocess	0.0-2
3590	HLMdiag	0.3.1
3591	hmeasure	1.0-2
3592	Hmisc	4.7-1
3593	hmlasso	0.0.1
3594	HMM	1
3595	HMMCont	1
3596	HMMEsolver	0.1.2
3597	HMMextra0s	1.0.0
3598	hmmm	1.0-4
3599	HMMpa	1.0.1
3600	HMP	2.0.1
3601	HMPTrees	1.4
3602	hms	1.1.2
3603	HMVD	1
3604	hNMF	1
3605	hnp	1.2-6
3606	hoa	2.1.4.1
3607	hoardeR	0.9.4-2
3608	hoardr	0.5.2
3609	holdem	1.2
3610	Holidays	1.0-7
3611	homals	1.0-8
3612	homeR	0.3.0
3613	Homeric	0.1-3
3614	hommel	1.6
3615	homologene	1.4.68.19.3.27
3616	homomorpheR	0.2-2
3617	homtest	1.0-5
3618	hopbyhop	3.41
3619	horizon	1.2
3620	HoRM	0.1.2
3621	hornpa	1
3622	horserule	1.0.0
3623	horseshoe	0.2.0
3624	Hotelling	1.0-5
3625	hotspot	1
3626	hotspots	1.0.3
3627	housingData	0.3.0
3628	howmany	0.3-1
3629	hpackedbubble	0.1.0
3630	hpar	1.36.0
3631	HPbayes	0.1
3632	hpcwld	0.5
3633	hpoPlot	2.4
3634	hqmisc	0.1-1
3635	hqreg	1.4
3636	hrbrthemes	0.8.0
3637	HRW	1.0-3
3638	HSAUR	1.3-9
3639	HSAUR2	1.1-18
3640	HSDiC	0.1
3641	hSDM	1.4.1
3642	hsicCCA	1
3643	hsm	0.2.0
3644	hsmm	0.4
3645	hsphase	2.0.2
3646	HSSVD	1.2
3647	htdp	0.1.4
3648	htm2txt	2.1.1
3649	htmltab	0.7.1.1
3650	htmlTable	2.4.1
3651	htmltools	0.5.3
3652	HTMLUtils	0.1.7
3653	htmlwidgets	1.5.4
3654	htree	2.0.0
3655	hts	6.0.1
3656	HTSCluster	2.0.8
3657	httpcache	1.1.0
3658	httpcode	0.3.0
3659	httping	0.2.0
3660	httpRequest	0.0.10
3661	httpuv	1.6.6
3662	httr	1.4.4
3663	httr2	0.2.2
3664	huge	1.3.5
3665	HUM	1
3666	humanFormat	1
3667	humaniformat	0.6.0
3668	humanize	0.2.0
3669	hunspell	3.0.2
3670	hurdlr	0.1
3671	hurricaneexposure	0.1.1
3672	hutils	1.6.0
3673	HW.pval	1
3674	hwde	0.67
3675	HWEBayes	1.4
3676	HWEintrinsic	1.2.2
3677	hwordcloud	0.1.0
3678	hwriter	1.3.2.1
3679	hwwntest	1.3.1
3680	hybridEnsemble	1.0.0
3681	HybridMC	0.2
3682	HydeNet	0.10.11
3683	hydra	0.1.0
3684	hydroApps	0.1-1
3685	hydrogeo	0.6-1
3686	hydroGOF	0.4-0
3687	hydrolinks	0.10.0
3688	hydrostats	0.2.7
3689	hydroTSM	0.6-0
3690	hyper2	1.0-7
3691	HyperbolicDist	0.6-4
3692	hypergeo	1.2-13
3693	hypersampleplan	0.1.1
3694	hyperSMURF	2
3695	HyPhy	1
3696	hypothesestest	1
3697	hypothesisr	0.1.1
3698	HYRISK	1.2
3699	hysteresis	2.6
3700	hzar	0.2-5
3701	IAbin	1
3702	IalsaSynthesis	0.1.6
3703	IASD	1.1
3704	IAT	0.3
3705	IATanalytics	0.1.1
3706	IATScore	0.1.1
3707	IBCF.MTME	1.6-0
3708	ibd	1.5
3709	IBDhaploRtools	1.8
3710	IBDLabels	1.1
3711	ibdreg	0.3.1
3712	IBDsim	0.9-8
3713	ibeemd	1.0.1
3714	ibm	0.1.0
3715	ibmcraftr	1.0.0
3716	ibmdbR	1.50.0
3717	ibmsunburst	0.1.1
3718	Iboot	0.1-1
3719	ibr	2.0-3
3720	iBreakDown	1.3.1
3721	IBrokers	0.9-12
3722	ibs	1.4
3723	iBST	1
3724	ic.infer	1.1-6
3725	iC10	1.5
3726	iC10TrainingData	1.3.1
3727	IC2	1.0-1
3728	ic50	1.4.2
3729	ica	1.0-2
3730	ICAFF	1.0.1
3731	ical	0.1.6
3732	icapca	1.1
3733	icarus	0.3.1
3734	ICC	2.3.0
3735	ICC.Sample.Size	1
3736	iccbeta	1.2.0
3737	ICCbin	1.1.1
3738	icd.data	1
3739	icdGLM	1.0.0
3740	ICDS	0.1.2
3741	ICE	0.69
3742	ICEbox	1.1.2
3743	IceCast	2.1.0
3744	icemelt	1
3745	icensmis	1.4.0
3746	icesAdvice	2.0-0
3747	icesDatras	1.3-0
3748	ICGE	0.3
3749	ICGOR	2
3750	iClick	1.5
3751	iCluster	2.1.0
3752	icmm	1.1
3753	ICODS	1
3754	ICRanks	3.1
3755	icRSF	1.2
3756	ICS	1.3-1
3757	ICSNP	1.1-1
3758	ICSOutlier	0.3-0
3759	ICSShiny	0.5
3760	ICsurv	1
3761	icsw	1.0.0
3762	ICtest	0.3-2
3763	ICV	1
3764	idbg	1
3765	idbr	0.3
3766	IDCard	0.3.0
3767	IDE	0.3.0
3768	ideamdb	0.0.9
3769	idendr0	1.5.3
3770	identity	0.2-1
3771	ider	0.1.0
3772	IDetect	0.1.0
3773	idm	1.8.2
3774	IDmeasurer	1.0.0
3775	IDmining	1.0.6
3776	idmTPreg	1.1
3777	iDOS	1.0.0
3778	IDPmisc	1.1.20
3779	IDPSurvival	1.2
3780	idr	1.2
3781	ids	1.0.1
3782	idx2r	1.0.0
3783	iDynoR	1
3784	ieeeround	0.2-0
3785	iemiscdata	0.6.1
3786	iemisctext	0.9.99
3787	ifa	7
3788	iFad	3
3789	ifctools	0.3.2
3790	ifs	0.1.5
3791	ig.vancouver.2014.topcolour	0.1.2.0
3792	iGasso	1.4
3793	IGG	1
3794	IgorR	0.8.1
3795	igraph	1.3.5
3796	igraphdata	1.0.1
3797	igraphinshiny	0.1
3798	igraphtosonia	1
3799	iGSEA	1.2
3800	IHSEP	0.1
3801	iilasso	0.0.2
3802	ilc	1
3803	illuminaHumanv3.db	1.26.0
3804	illuminaio	0.36.0
3805	ILS	0.2
3806	IM	1
3807	IMAGE	1
3808	imager	0.42.3
3809	imagerExtra	1.3.2
3810	imageviewer	0.1.0
3811	ImaginR	0.1.7
3812	Imap	1.32
3813	imdbapi	0.1.0
3814	iMediate	0.5.5
3815	IMFData	0.2.0
3816	imgrec	0.1.0
3817	imguR	1.0.3
3818	IMIS	0.1
3819	IMmailgun	0.1.2
3820	IMP	1.1
3821	IMPACT	0.1.1
3822	ImpactIV	1
3823	impimp	0.3.1
3824	implyr	0.3.0
3825	importar	0.1.1
3826	imptree	0.5.1
3827	impute	1.68.0
3828	imputeLCMD	2
3829	imputeMDR	1.1.2
3830	imputeMissings	0.0.3
3831	imputeMulti	0.6.4
3832	imputePSF	0.1.0
3833	imputeTestbench	3.0.3
3834	imputeTS	3.1
3835	imputeYn	1.3
3836	imsig	1.0.0
3837	IMTest	1.0.0
3838	in2extRemes	1.0-3
3839	inbreedR	0.3.2
3840	incgraph	1.0.1
3841	incR	1.1.0
3842	indelmiss	1.0.9
3843	IndepTest	0.2.0
3844	IndianTaxCalc	1.0.2
3845	indirect	0.2.0
3846	inegiR	3.0.0
3847	ineq	0.2-13
3848	InfDim	1
3849	inference	0.1.0
3850	InferenceSMR	1
3851	inferference	1.0.0
3852	inferr	0.3.0
3853	InfiniumPurify	1.3.1
3854	infix	0.1.0
3855	inflection	1.3.5
3856	influence.ME	0.9-9
3857	influence.SEM	2.2
3858	influenceR	0.1.0.1
3859	influxdbr	0.14.2
3860	Information	0.0.9
3861	InformationValue	1.2.3
3862	informR	1.0-5
3863	infotheo	1.2.0.1
3864	InfoTrad	1.2
3865	infra	0.1.2
3866	infraFDTD.assist	0.6
3867	Infusion	1.4.1
3868	infutil	1
3869	ingredients	2
3870	ini	0.3.1
3871	injectoR	0.2.4
3872	InjurySeverityScore	0.0.0.2
3873	INLABMA	0.1-11
3874	inline	0.3.19
3875	inlmisc	0.5.2
3876	InPosition	0.12.7.1
3877	insect	1.2.0
3878	insideRODE	2
3879	insight	0.18.6
3880	insol	1.2.1
3881	INSPIRE	1.5
3882	instaR	0.2.4
3883	insuranceData	1
3884	intamap	1.4-9
3885	intamapInteractive	1.1-12
3886	integIRTy	1.0.6
3887	integr	1.0.0
3888	IntegrateBs	0.1.0
3889	IntegratedJM	1.6
3890	IntegratedMRF	1.1.9
3891	intensity.analysis	0.1.6
3892	Interact	1.1
3893	interactionTest	1.2
3894	interactiveDisplayBase	1.32.0
3895	InteractiveIGraph	1.0.6.1
3896	InterfaceqPCR	1
3897	interferenceCI	1.1
3898	interfr	0.1.0
3899	intergraph	2.0-2
3900	interim	0.8.0
3901	interimApp	0.0.1
3902	interlineaR	1
3903	interp	1.1-3
3904	Interpol	1.3.1
3905	Interpol.T	2.1.1
3906	InterpretMSSpectrum	1.2
3907	interpretR	0.2.4
3908	InterSIM	2.2.0
3909	intervals	0.15.2
3910	IntervalSurgeon	1
3911	intervcomp	0.1.2
3912	interventionalDBN	1.2.2
3913	IntLik	1
3914	IntNMF	1.2.0
3915	inTrees	1.2
3916	intRegGOF	0.85-5
3917	intrinsicDimension	1.2.0
3918	introgress	1.2.3
3919	intRvals	1.0.0
3920	intsvy	2.4
3921	intubate	1.0.0
3922	inum	1.0-4
3923	InvasionCorrection	0.1
3924	invctr	0.1.0
3925	Inventorymodel	1.1.0
3926	investr	1.4.0
3927	invgamma	1.1
3928	invGauss	1.1
3929	invLT	0.2.1
3930	ionflows	1.1
3931	ionr	0.3.0
3932	iopsych	0.90.1
3933	iosmooth	0.94
3934	iotools	0.3-1
3935	ipc	0.1.3
3936	ipcwswitch	1.0.3
3937	ipdmeta	2.4
3938	ipfp	1.0.1
3939	ipft	0.7.2
3940	IPMRF	1.2
3941	IPPP	1.1
3942	ipptoolbox	1.2
3943	ipred	0.9-13
3944	iprior	0.7.3
3945	ips	0.0.11
3946	iptools	0.6.1
3947	IPWboxplot	0.1.0
3948	ipwErrorY	2.1
3949	IQCC	0.7
3950	iqLearn	1.5
3951	iRafNet	1.1-1
3952	IRanges	2.28.0
3953	IRATER	0.0.1
3954	ircor	1
3955	IRdisplay	0.7.0
3956	iRegression	1.2.1
3957	iRepro	1.1
3958	iRF	2.0.0
3959	irg	0.1.1
3960	IrishDirectorates	1.4
3961	irlba	2.3.3
3962	irr	0.84.1
3963	irrNA	0.1.4
3964	irtDemo	0.1.4
3965	irtoys	0.2.1
3966	irtProb	1.2
3967	irtrees	0.1.0
3968	irtreliability	0.1-1
3969	IRTShiny	1.2
3970	isa2	0.3.5
3971	ISAT	1.0.5
3972	ISBF	0.2.1
3973	ISCO08ConveRsions	0.1.0
3974	isdals	2.0-4
3975	isdparser	0.4.0
3976	IsingFit	0.3.1
3977	isingLenzMC	0.2.5
3978	IsingSampler	0.2.1
3979	ISLR	1.2
3980	ISM	0.1.0
3981	ismev	1.42
3982	isnullptr	1.0.1
3983	Iso	0.0-18.1
3984	isoband	0.2.6
3985	IsoCI	1.1
3986	isocir	2.0-6
3987	ISOcodes	2020.12.04
3988	IsoGene	1.0-24
3989	isopam	0.9-13
3990	isopat	1
3991	ISOpureR	1.1.3
3992	isotone	1.1-0
3993	isotonic.pen	1
3994	IsotopeR	0.5.4
3995	ISOweek	0.6-2
3996	ispd	0.2
3997	ISR3	0.98
3998	isva	1.9
3999	italy	0.1.0
4000	itan	1
4001	itcSegment	0.8
4002	itemanalysis	1
4003	iteRates	3.1
4004	iterators	1.0.14
4005	iterLap	1.1-3
4006	iterpc	0.4.2
4007	itertools	0.1-3
4008	itertools2	0.1.1
4009	ITGM	0.41
4010	iTOP	1.0.2
4011	ITRLearn	1.0-1
4012	ITRSelect	1.0-1
4013	its.analysis	1.4.1
4014	itsmr	1.9
4015	IUPS	1
4016	iva	0.1.0
4017	ivfixed	1
4018	ivpack	1.2
4019	ivpanel	1
4020	ivprobit	1.1
4021	ivregEX	1
4022	ivtools	2.3.0
4023	iWeigReg	1
4024	iWISA	1.0-2
4025	jaatha	3.2.1
4026	jaccard	0.1.0
4027	jackknifeKME	1.2
4028	jackstraw	1.3.1
4029	JacobiEigen	0.3-3
4030	jacpop	0.6
4031	JADE	2.0-3
4032	jaggR	0.1.1
4033	jagsUI	1.5.1
4034	JamendoR	0.1.0
4035	james.analysis	1.0.1
4036	janeaustenr	1.0.0
4037	janitor	2.0.1
4038	jarbes	1.7.2
4039	JASPAR	0.0.1
4040	JavaGD	0.6-4
4041	jcext	0.1.1
4042	jcolors	0.0.4
4043	jeek	1.1.1
4044	jetpack	0.4.3
4045	JGEE	1.1
4046	JGL	2.3.1
4047	JGR	1.8-7
4048	jiebaR	0.11
4049	jiebaRD	0.1
4050	jlctree	0.0.1
4051	JM	1.4-8
4052	JMdesign	1.1
4053	jmdl	0.3.0
4054	jmetrik	1.1
4055	JMI	0.1.0
4056	Jmisc	0.3.1
4057	jmuOutlier	2.2
4058	jmvcore	1.2.23
4059	jocre	0.3.3
4060	Johnson	1.4
4061	jointDiag	0.4
4062	jointMeanCov	0.1.0
4063	JointModel	1
4064	JointNets	2.0.1
4065	jointNmix	1
4066	jointPm	2.3.1
4067	jointseg	1.0.2
4068	joinXL	1.0.1
4069	jomo	2.7-2
4070	JoSAE	0.3.0
4071	josaplay	0.1.3
4072	jose	1
4073	JOUSBoost	2.1.0
4074	jpeg	0.1-9
4075	JPEN	1
4076	jqr	1.2.0
4077	jquerylib	0.1.4
4078	JRF	0.1-4
4079	jrich	0.60-35
4080	jrt	1.0.1
4081	jrvFinance	1.4.1
4082	jSDM	0.1.0
4083	json64	0.1.3
4084	jSonarR	1.1.1
4085	jsonify	1.2.2
4086	jsonld	2.2
4087	jsonlite	1.8.3
4088	jsonstat	0.0.2
4089	jsonvalidate	1.1.0
4090	jsTree	1.0.1
4091	jtrans	0.2.1
4092	Julia	1.1
4093	JuliaCall	0.17.1
4094	JumpTest	1.1
4095	junctions	1.1
4096	justifier	0.1.0
4097	jvcoords	1.0.2
4098	jvnVaR	1
4099	kableExtra	1.3.1
4100	kader	0.0.8
4101	KANT	2
4102	kaphom	0.3
4103	KappaGUI	2.0.2
4104	kappalab	0.4-7
4105	kappaSize	1.2
4106	KappaV	0.3
4107	kaps	1.0.2
4108	karaoke	1
4109	kcirt	0.6.0
4110	kcpRS	1.0.0
4111	KCSKNNShiny	0.1.0
4112	KCSNBShiny	0.1.0
4113	kde1d	1.0.3
4114	kdecopula	0.9.2
4115	kdetrees	0.1.5
4116	kdevine	0.4.2
4117	kdist	0.2
4118	KDViz	1.3.1
4119	kedd	1.0.3
4120	keep	1
4121	KEGGREST	1.34.0
4122	kehra	0.1
4123	Kendall	2.2
4124	kendallRandomWalks	0.9.4
4125	KENDL	1.1
4126	KenSyn	0.3
4127	keras	2.3.0.0
4128	kerasR	0.6.1
4129	kerdiest	1.2
4130	KERE	1.0.0
4131	kernelFactory	0.3.0
4132	kernhaz	0.1.0
4133	kernlab	0.9-31
4134	kernplus	0.1.2
4135	kernscr	1.0.5
4136	KernSmooth	2.23.20
4137	keyplayer	1.0.3
4138	keyring	1.1.0
4139	keyringr	0.4.0
4140	KFAS	1.4.6
4141	kfda	1.0.0
4142	kfigr	1.2
4143	KFKSDS	1.6
4144	kgc	1.0.0.2
4145	KGode	1.0.3
4146	kgschart	1.3.5
4147	kimisc	0.4
4148	kin.cohort	0.7
4149	kineticF	1
4150	kinship2	1.8.5
4151	kirby21.base	1.7.3
4152	kirby21.fmri	1.7.0
4153	kirby21.t1	1.7.0
4154	kissmig	1.0-3
4155	kknn	1.3.1
4156	klaR	1.7-1
4157	klausuR	0.12-10
4158	klustR	0.1.0
4159	km.ci	0.5-2
4160	KMDA	1
4161	kmed	0.3.0
4162	kmer	1.1.2
4163	kmeRs	1.1.0
4164	kmi	0.5.5
4165	kml	2.4.1
4166	kml3d	2.4.2
4167	kmlcov	1.0.1
4168	kmlShape	0.9.5
4169	kmodR	0.1.0
4170	KMsurv	0.1-5
4171	KnapsackSampling	0.1.0
4172	knitLatex	0.9.0
4173	knitr	1.4
4174	knitrBootstrap	1.0.2
4175	knitrProgressBar	1.1.0
4176	knnIndep	2
4177	KNNShiny	0.1.0
4178	Knoema	0.1.16
4179	knotR	1.0-2
4180	KnowBR	2
4181	KnowGRRF	1
4182	kofnGA	1.3
4183	KOGMWU	1.2
4184	kohonen	3.0.10
4185	kokudosuuchi	0.4.2
4186	kolmim	1
4187	koRpus	0.13-3
4188	koRpus.lang.en	0.1-4
4189	kosel	0.0.1
4190	Kpart	1.2.2
4191	kpcalg	1.0.1
4192	kpmt	0.1.0
4193	KraljicMatrix	0.2.1
4194	kriens	0.1
4195	kriging	1.1
4196	KrigInv	1.4.1
4197	KRLS	1.0-0
4198	KRMM	1
4199	ks	1.13.5
4200	kSamples	1.2-9
4201	KScorrect	1.4.0
4202	KSD	1.0.0
4203	KSEAapp	0.99.0
4204	kselection	0.2.0
4205	ksNN	0.1.2
4206	ksrlive	1
4207	kst	0.5-2
4208	kstIO	0.3-0
4209	kstMatrix	0.1-2
4210	ktaucenters	0.1.0
4211	kuiper.2samp	1
4212	kulife	0.1-14
4213	kutils	1.7
4214	kvh	1.4.1
4215	kyotil	2022.9-17
4216	kzfs	1.5.0.2
4217	kzft	0.17
4218	kzs	1.4
4219	L0Learn	1.2.0
4220	l1kdeconv	1.2.0
4221	L1pack	0.38.196
4222	l2boost	1.0.1
4223	labdsv	2.0-1
4224	label.switching	1.8
4225	labeledLoop	0.1
4226	labeling	0.4.2
4227	labelled	2.7.0
4228	labelrank	0.1
4229	labelVector	0.1.1
4230	LabRS	0.1.0
4231	labstats	1.0.1
4232	lactcurves	1.0.0
4233	LadR	1.0.6
4234	laeken	0.5.1
4235	laercio	1.0-1
4236	lagged	0.3-0
4237	laGP	1.5-5
4238	lagsarlmtree	1.0-1
4239	LagSequential	0.1.1
4240	LakeMetabolizer	1.5.0
4241	lakemorpho	1.1.1
4242	laketemps	0.5.1
4243	lambda.r	1.2.4
4244	Lambda4	3
4245	LambertW	0.6.5
4246	lamme	0.0.1
4247	lamW	2.1.1
4248	landest	1
4249	landpred	1
4250	landsat8	0.1-10
4251	landscapeR	1.2
4252	landscapetools	0.5.0
4253	Langevin	1.2.1
4254	languagelayeR	1.2.4
4255	languageR	1.5.0
4256	LaplaceDeconv	1.0.4
4257	LaplacesDemon	16.1.4
4258	lar	0.1-2
4259	LARF	1.4
4260	largeList	0.3.1
4261	lars	1.3
4262	LassoBacktracking	0.1.2
4263	lassopv	0.2.0
4264	lassoscore	0.6
4265	lassoshooting	0.1.5-1
4266	LassoSIR	0.1.1
4267	later	1.3.0
4268	Laterality	0.9.3
4269	latex2exp	0.9.5
4270	latexpdf	0.1.6
4271	latte	0.2.1
4272	lattice	0.20.45
4273	latticeExtra	0.6-29
4274	lava	1.7.0
4275	lavaan	0.6-7
4276	lavaan.shiny	1.2
4277	lavaan.survey	1.1.3.1
4278	lavaanPlot	0.5.1
4279	Lavash	1
4280	lawn	0.5.0
4281	lawstat	3.4
4282	lazy	1.2-16
4283	lazyData	1.1.0
4284	lazyeval	0.2.2
4285	lazysql	0.1.3
4286	lazyWeave	3.0.2
4287	lba	2.4.4
4288	LBE	1.62.0
4289	lbfgs	1.2.1
4290	lbiassurv	1.1
4291	LCA	0.1.1
4292	LCAextend	1.3
4293	LCAvarsel	1.1
4294	lcda	0.3
4295	LCF	1.7.0
4296	LCFdata	2
4297	lclGWAS	1.0.3
4298	LCMCR	0.4.11
4299	lcmm	1.9.2
4300	lconnect	0.1.0
4301	lcopula	1.0.4
4302	LCox	0.1.0
4303	lda	1.4.2
4304	ldamatch	1.0.1
4305	ldat	0.3.3
4306	LDAvis	0.3.2
4307	ldbod	0.1.2
4308	ldbounds	2.0.0
4309	LDOD	1
4310	LDPD	1.1.2
4311	ldr	1.3.3
4312	LDRTools	0.2-1
4313	LDtests	1
4314	leabRa	0.1.0
4315	leaderCluster	1.2
4316	LeafArea	0.1.8
4317	leafem	0.1.3
4318	leaflet	2.1.1
4319	leaflet.esri	1.0.0
4320	leaflet.extras	1.0.0
4321	leaflet.opacity	0.1.0
4322	leaflet.providers	1.9.0
4323	leafletCN	0.2.1
4324	leafletR	0.4-0
4325	leafpm	0.1.0
4326	leafR	0.3
4327	leafSTAR	1
4328	leafsync	0.1.0
4329	leanpubr	0.3.1
4330	LEANR	1.4.9
4331	LEAP	0.2
4332	LEAPFrOG	1.0.7
4333	leapp	1.2
4334	leaps	3.1
4335	LeArEst	1.0.0
4336	LearnBayes	2.15.1
4337	LearningRlab	1.3
4338	learNN	0.2.0
4339	learnPopGen	1.0.4
4340	learnstats	0.1.1
4341	leerSIECyL	1.0.2
4342	LEGIT	1.3.1
4343	legocolors	0.2.0
4344	leiv	2.0-7
4345	lenses	0.0.3
4346	lero.lero	0.2
4347	lestat	1.9
4348	lexicon	1.2.1
4349	lexiconPT	0.1.0
4350	lexRankr	0.5.2
4351	lfa	1.24.0
4352	lfactors	1.0.4
4353	lfda	1.1.3
4354	LFDREmpiricalBayes	1
4355	lfstat	0.9.4
4356	lgarch	0.6-2
4357	LGEWIS	1.1
4358	lgr	0.4.1
4359	lgrdata	0.1.1
4360	lgtdl	1.1.5
4361	lhmixr	0.1.0
4362	lhs	1.1.1
4363	libcoin	1.0-9
4364	LiblineaR	2.10-8
4365	LiblineaR.ACF	1.94-2
4366	Libra	1.6
4367	librarian	1.7.0
4368	librarysnapshot	0.1.2
4369	libsoc	0.7
4370	libstableR	1.0.2
4371	LICORS	0.2.0
4372	lidR	4.0.1
4373	lifecontingencies	1.3.6
4374	lifecycle	1.0.3
4375	LifeHist	1.0-1
4376	lifelogr	0.1.0
4377	LifeTables	1
4378	lift	0.0.2
4379	liftLRD	1.0-8
4380	liftr	0.9.2
4381	LightningR	1.0.2
4382	lightsout	0.3
4383	LIHNPSD	0.2.1
4384	likelihood	1.7
4385	likelihoodExplore	0.1.0
4386	likeLTD	6.3.0
4387	likert	1.3.5
4388	LIM	1.4.6
4389	limitplot	1.2
4390	limma	3.50.3
4391	limSolve	1.5.6
4392	lin.eval	0.1.2
4393	linbin	0.1.2
4394	LinCal	1
4395	LindenmayeR	0.1.13
4396	lindia	0.9
4397	LindleyPowerSeries	0.1.0
4398	LindleyR	1.1.0
4399	linear.tools	1.3.0
4400	linearQ	2
4401	LinearRegressionMDE	1
4402	linemap	0.1.0
4403	linERR	1
4404	linguisticsdown	1.2.0
4405	LinkageMapView	2.1.2
4406	linkcomm	1.0-13
4407	LinkedGASP	1
4408	linkim	0.1
4409	linkprediction	1.0-0
4410	linLIR	1.1
4411	linpk	1
4412	linprog	0.9-2
4413	lintools	0.1.3
4414	lintr	2.0.1
4415	liqueueR	0.0.1
4416	lira	2.0.1
4417	lisp	0.1
4418	lisrelToR	0.1.4
4419	listcomp	0.4.1
4420	listdtr	1
4421	listenv	0.8.0
4422	LIStest	2.1
4423	listviewer	3.0.0
4424	listWithDefaults	1.2.0
4425	liteq	1.1.0
4426	liureg	1.1.2
4427	livechatR	0.1.0
4428	ljr	1.4-0
4429	llbayesireg	1.0.0
4430	lle	1.1
4431	lllcrc	1.2
4432	llogistic	1.0.3
4433	LLSR	0.0.2.19
4434	lm.beta	1.5-1
4435	lm.br	2.9.3
4436	lmboot	0.0.1
4437	lme4	1.1-31
4438	lmec	1
4439	lmem.qtler	0.1.1
4440	lmeNB	1.3
4441	lmeNBBayes	1.3.1
4442	lmerTest	3.1-3
4443	lmeSplines	1.1-10
4444	lmeVarComp	1.1
4445	lmf	1.2
4446	lmmot	0.1.4
4447	lmmpar	0.1.0
4448	lmodel2	1.7-3
4449	lmom	2.9
4450	lmomco	2.3.6
4451	Lmoments	1.3-1
4452	lmomPi	0.5.0
4453	lmomRFA	3.3
4454	lmPerm	2.1.0
